,No_Die,process,Ox_Chamber,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,process 2,photo_soft_Chamber,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Process 2-1,lithography_Chamber,Line_CD,UV_type,Wavelength,Resolution,Energy_Exposure,Process 3,Etching_Chamber,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,process4,Chamber_Num,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,process4,Target,Error_message,Lot_Num,Wafer_Num,Datetime,path,short_path,Error
529,NOLSM312431,Oxidation,1,dry,1144.293583,O2,32.35,0.201,174,704.313,Photo,2,0.67979,13.612,14.976,19.998,200.716,90,505.745,4080.116,5004.189,4.934,92.045,30.004,photo_li,1,46.074,H,405,542.378,107.179,Etching,1,124,1571,3644,5705,71.456,50.466,1.04,Implantation,1,1.79E+16,9.12E+16,6.31E+17,3.00E+17,6.00E+17,31998.259,100.411,920,154,Inspect,42,none,2,31,18-02-2022,12111,1211,0
530,NOLSM322532,Oxidation,1,wet,1027.3162,H2O,37.89,0.204,75,699.531,Photo,2,0.73422,14.795,15.077,20.005,197.232,89.999,494.887,4039.539,5118.878,5.062,91.009,30.002,photo_li,1,63.17,H,405,510.897,108.38,Etching,2,479,1655,3653,5687,71.025,50.813,1.034,Implantation,2,9.72E+15,8.64E+16,6.33E+17,3.00E+17,6.00E+17,31811.636,103.273,923,154,Inspect,149,none,2,32,18-02-2022,12122,1212,0
531,NOLSM332633,Oxidation,1,wet,1120.306924,H2O,31.7,0.21,167,702.707,Photo,2,0.94868,17.679,15.047,19.998,195.711,90.001,504.231,4104.008,4976.329,5.118,90.552,29.995,photo_li,1,34.847,H,405,518.154,106.26,Etching,3,395,1259,3666,5729,71.306,51.814,1.02,Implantation,3,1.34E+16,1.69E+17,3.92E+17,3.01E+17,6.00E+17,32124.08,104.34,900,157,Inspect,77,none,2,33,18-02-2022,12133,1213,0
532,NOLSM342734,Oxidation,1,wet,1169.604773,H2O,30.63,0.202,151,706.277,Photo,2,0.83591,18.779,14.938,19.997,205.521,90.001,500.053,4036.214,5079.015,5.004,94.494,30.014,photo_li,1,34.181,H,405,541.412,111.001,Etching,1,387,1531,3658,5708,71.297,50.787,1.031,Implantation,1,8.52E+15,1.90E+17,5.61E+17,2.98E+17,6.00E+17,30891.41,100.362,910,154,Inspect,105,none,2,34,18-02-2022,12111,1211,0
533,NOLSM352835,Oxidation,1,dry,1050.488745,O2,35.88,0.221,113,713.085,Photo,2,1.36943,17.805,15.024,19.998,193.229,90.001,500.402,4082.9,5024.711,4.881,92.963,30.009,photo_li,1,24.236,G,436,520.185,107.77,Etching,2,304,1555,3685,5693,70.839,50.837,1.028,Implantation,2,9.28E+15,1.04E+17,8.95E+17,3.01E+17,6.00E+17,31517.072,105.868,885,153,Inspect,176,none,2,35,18-02-2022,12122,1212,0
534,NOLSM362936,Oxidation,1,dry,1133.970016,O2,42.9,0.199,64,703.97,Photo,2,1.92633,13.068,14.989,20,200.843,90.001,494.976,4003,4996.567,5.066,92.554,30.007,photo_li,1,64.634,I,365,495.864,108.077,Etching,3,484,1604,3668,5694,69.835,52.027,1.04,Implantation,3,1.42E+16,1.32E+17,8.00E+17,3.00E+17,6.00E+17,31790.504,100.638,867,150,Inspect,115,none,2,36,18-02-2022,12133,1213,0
535,NOLSM3721037,Oxidation,1,dry,1020.186239,O2,27.08,0.2,113,711.401,Photo,2,1.41846,17.634,14.914,19.998,197.875,90,499.243,4067.864,5103.516,4.946,94.745,30,photo_li,2,34.175,G,436,546.682,108.891,Etching,1,147,1492,3654,5716,70.848,51.578,1.001,Implantation,1,6.52E+15,8.25E+16,6.08E+17,3.01E+17,6.00E+17,32067.825,102.656,901,154,Inspect,69,none,2,37,18-02-2022,12211,1221,0
536,NOLSM3821138,Oxidation,1,wet,1097.177147,H2O,39.28,0.193,147,723.358,Photo,2,0.67979,15.585,14.848,20.001,204.07,90.001,501.188,4024.495,5011.014,4.938,89.548,30,photo_li,2,43.434,G,436,501.061,106.848,Etching,2,543,1349,3658,5709,70.915,51.108,1.036,Implantation,2,1.42E+16,1.49E+17,5.79E+17,3.01E+17,6.00E+17,31126.867,105.072,893,158,Inspect,128,none,2,38,18-02-2022,12222,1222,0
537,NOLSM4021340,Oxidation,1,dry,1179.268162,O2,27.49,0.201,68,708.223,Photo,2,1.09607,15.3,15.023,20.001,200.642,89.999,503.656,4030.974,5017.72,5.07,90.439,30.006,photo_li,2,50.402,H,405,503.268,107.918,Etching,1,404,1499,3648,5725,70.941,51.727,1.045,Implantation,1,1.11E+16,1.23E+17,4.51E+17,3.02E+17,6.00E+17,32566.66,99.988,887,155,Inspect,132,none,2,40,18-02-2022,12211,1221,0
538,NOLSM4121441,Oxidation,1,wet,1036.679105,H2O,34.11,0.205,129,709.468,Photo,2,2.19916,14.855,15.019,20.003,198.568,90.001,506.09,4016.14,4899.117,4.999,93.896,29.996,photo_li,2,59.605,G,436,550.733,107.356,Etching,2,389,1522,3628,5738,71.774,51.297,1.054,Implantation,2,1.03E+16,8.15E+16,6.38E+17,3.01E+17,6.00E+17,32521.877,99.525,892,153,Inspect,99,none,2,41,18-02-2022,12222,1222,0
539,NOLSM4221542,Oxidation,1,wet,1189.009553,H2O,37.93,0.212,179,702.876,Photo,2,0.62819,15.425,14.776,20,196.989,90,500.146,3995.851,5040.55,4.989,92.294,30.003,photo_li,2,50.867,G,436,509.452,107.074,Etching,3,228,1219,3658,5717,69.947,51.177,1.019,Implantation,3,1.33E+16,3.68E+16,4.29E+17,3.01E+17,6.00E+17,31358.645,105.044,899,152,Inspect,62,none,2,42,18-02-2022,12233,1223,0
540,NOLSM4321643,Oxidation,1,dry,1031.181355,O2,33.82,0.213,55,705.424,Photo,2,1.01327,15.302,15.033,20.001,201.671,90,503.13,4068.598,5097.52,5.04,93.479,29.995,photo_li,2,30.188,I,365,536.552,109.892,Etching,1,480,1382,3689,5722,71.607,50.932,1.034,Implantation,1,1.06E+16,1.22E+16,3.96E+17,3.01E+17,6.00E+17,31818.475,102.605,920,152,Inspect,125,none,2,43,18-02-2022,12211,1221,0
541,NOLSM4421744,Oxidation,1,wet,1172.615341,H2O,33.08,0.205,121,694.973,Photo,2,0.82107,19.33,14.895,19.999,200.472,90,501.31,4032.002,5025.811,4.856,92.399,29.999,photo_li,2,51.146,G,436,516.135,108.357,Etching,2,324,1624,3640,5743,71.176,52.269,1.032,Implantation,2,1.69E+16,9.40E+16,5.70E+17,3.01E+17,6.00E+17,31391.261,106.14,911,159,Inspect,97,none,2,44,18-02-2022,12222,1222,0
542,NOLSM4521845,Oxidation,1,wet,993.7592724,H2O,35.14,0.21,125,699.61,Photo,2,2.17388,14.202,15.039,20.003,195.62,90.001,501.817,4061.169,4970.858,4.994,91.181,30.004,photo_li,2,51.079,G,436,540.772,108.067,Etching,3,208,1474,3646,5737,70.758,51.796,1.008,Implantation,3,6.16E+15,1.62E+17,5.93E+17,3.01E+17,6.00E+17,32378.318,104.608,900,150,Inspect,62,none,2,45,18-02-2022,12233,1223,0
543,NOLSM4621946,Oxidation,1,wet,1145.27127,H2O,25.2,0.195,186,709.326,Photo,2,1.91871,15.979,14.981,20.001,204.061,89.999,502.391,4055.237,5070.02,5.038,93.341,29.993,photo_li,3,34.118,G,436,556.889,107.878,Etching,1,419,1528,3677,5728,70.973,51.77,1.012,Implantation,1,1.05E+16,1.83E+17,6.40E+17,3.00E+17,6.00E+17,31655.809,106.163,892,151,Inspect,157,none,2,46,18-02-2022,12311,1231,0
544,NOLSM4722047,Oxidation,1,wet,1189.027293,H2O,32.31,0.225,178,703.43,Photo,2,1.70572,15.467,15.167,19.999,201.84,89.999,507.183,4001.361,4922.31,5.002,92.275,30.002,photo_li,3,29.099,G,436,533.306,108.546,Etching,2,481,1479,3648,5710,71.049,51.212,1.024,Implantation,2,1.22E+16,8.92E+16,1.19E+17,3.00E+17,6.00E+17,31475.03,104.423,867,155,Inspect,184,none,2,47,18-02-2022,12322,1232,0
545,NOLSM4822148,Oxidation,1,dry,1232.84013,O2,31.05,0.202,135,693.884,Photo,2,1.91149,16.292,14.955,20.003,203.373,90,501.286,4054.534,5020.408,4.925,92.602,30.002,photo_li,3,58.236,H,405,518.361,109.099,Etching,3,319,1676,3672,5722,70.119,51.77,1.033,Implantation,3,1.01E+16,1.34E+17,5.19E+17,3.01E+17,6.00E+17,32535.703,100.868,894,153,Inspect,128,none,2,48,18-02-2022,12333,1233,0
546,NOLSM4922249,Oxidation,1,dry,1203.837063,O2,44.4,0.21,91,712.072,Photo,2,2.10876,15.389,14.924,20.003,199.778,89.999,503.396,3957.086,4987.505,5.052,90.014,30.004,photo_li,3,50.242,H,405,511.164,107.421,Etching,1,411,1499,3654,5732,72.115,50.716,1.037,Implantation,1,6.9E+15,7.73E+16,7.22E+17,3.00E+17,6.00E+17,30855.391,104.158,891,151,Inspect,171,none,2,49,18-02-2022,12311,1231,0
547,NOLSM5022350,Oxidation,1,wet,1094.539209,H2O,32.52,0.193,90,707.578,Photo,2,1.00451,15.637,15.084,19.999,203.21,89.999,501.423,4087.957,5063.6,5.045,91.947,29.998,photo_li,3,48.317,G,436,534.801,108.139,Etching,2,339,1407,3643,5711,70.245,50.29,1.017,Implantation,2,1.58E+16,7.24E+16,1.70E+17,3.00E+17,6.00E+17,31108.4,102.193,871,159,Inspect,59,none,2,50,18-02-2022,12322,1232,0
548,NOLSM5122451,Oxidation,1,dry,1156.217768,O2,37.34,0.205,86,706.773,Photo,2,1.48013,15.27,15.1,19.999,197.994,90,501.079,4025.484,4974.792,5.05,91.942,29.994,photo_li,3,47.379,I,365,500.101,108.25,Etching,3,237,1375,3635,5722,70.437,50.087,1.027,Implantation,3,9.80E+15,1.17E+17,9.72E+17,2.99E+17,6.00E+17,31638.792,105.637,920,157,Inspect,42,none,2,51,18-02-2022,12333,1233,0
549,NOLSM5222552,Oxidation,1,dry,1075.390683,O2,35.21,0.21,56,714.762,Photo,2,1.33905,15.085,14.983,20.003,200.863,90.002,501.572,4036.876,5089.309,4.91,94.751,29.996,photo_li,3,49.091,G,436,511.047,109.34,Etching,1,272,1485,3663,5716,70.888,51.091,1.014,Implantation,1,6.71E+15,1.33E+17,5.45E+17,3.01E+17,6.00E+17,32033.214,103.982,905,152,Inspect,94,none,2,52,18-02-2022,12311,1231,0
550,NOLSM5322653,Oxidation,1,wet,1054.980847,H2O,39.84,0.22,126,697.495,Photo,2,1.12362,17.717,15.013,19.99,201.966,90,497.102,4014.071,4966.455,4.988,91.712,29.997,photo_li,3,41.355,I,365,522.118,108.789,Etching,2,616,1374,3651,5724,70.392,50.488,1.056,Implantation,2,1.28E+16,7.66E+16,5.94E+17,2.99E+17,6.00E+17,31929.509,102.576,893,154,Inspect,114,none,2,53,18-02-2022,12322,1232,0
551,NOLSM5422754,Oxidation,1,dry,1173.3376,O2,38.4,0.212,107,716.621,Photo,2,1.62494,19.372,14.947,19.997,198.005,90.001,500.154,3985.686,4933.834,4.946,92.482,30.004,photo_li,3,46.285,G,436,499.689,107.465,Etching,3,387,1678,3688,5705,72.489,51.776,1.034,Implantation,3,1.78E+16,7.44E+16,7.06E+17,3.01E+17,6.00E+17,32769.049,101.986,898,155,Inspect,157,none,2,54,18-02-2022,12333,1233,0
552,NOLSM568221568,Oxidation,2,dry,882.6331799,O2,22.11,0.216,24,713.032,Photo,1,0.96161,20.701,14.903,20,203.143,90.001,503.143,4062.853,5078.567,5.068,92.699,30.011,photo_li,1,30.232,G,436,470.478,108.441,Etching,1,192,1423,3642,5683,71.303,51.476,1.037,Implantation,1,1.93E+16,3.16E+16,9.62E+16,3.00E+17,6.00E+17,32198.012,103.689,919,156,Inspect,93,none,22,28,18-02-2022,21111,2111,0
553,NOLSM569222569,Oxidation,2,dry,881.9345137,O2,22.13,0.215,23,711.612,Photo,1,1.48912,11.253,14.955,19.996,202.415,90,502.415,4048.301,5060.377,5.064,92.825,30.002,photo_li,1,26.925,G,436,460.719,108.71,Etching,2,194,1397,3641,5714,71.161,51.463,1.037,Implantation,2,7.62E+15,2.24E+16,6.58E+17,3.00E+17,6.00E+17,32300.163,103.658,921,155,Inspect,102,none,22,29,18-02-2022,21122,2112,0
554,NOLSM570223570,Oxidation,2,dry,889.7260754,O2,22.11,0.216,23,712.392,Photo,1,0.94868,15.286,14.995,19.998,202.79,90,502.79,4055.794,5069.742,5.061,92.794,30.007,photo_li,1,31.411,G,436,472.83,108.854,Etching,3,245,1709,3641,5719,71.239,51.495,1.047,Implantation,3,1.10E+16,1.06E+17,6.48E+17,2.99E+17,6.00E+17,32297.58,103.738,923,156,Inspect,108,none,22,30,18-02-2022,21133,2113,0
555,NOLSM571224571,Oxidation,2,dry,884.7285067,O2,22.11,0.2,23,712.963,Photo,1,0.83591,12.463,15.034,20.004,202.86,90,502.86,4057.205,5071.506,5.064,93.136,29.996,photo_li,1,37.292,G,436,474.027,108.995,Etching,1,204,1468,3640,5699,71.296,51.45,1.048,Implantation,1,2.8E+15,4.79E+15,5.61E+14,3.01E+17,6.00E+17,32297.14,103.626,927,155,Inspect,99,none,22,31,18-02-2022,21111,2111,0
556,NOLSM572225572,Oxidation,2,dry,885.2738551,O2,22.12,0.194,24,713.24,Photo,1,1.36943,19.767,14.999,20,203.245,90,503.245,4064.904,5081.13,5.081,92.78,30.006,photo_li,1,30.239,G,436,472.243,108.878,Etching,2,192,1466,3638,5713,71.324,51.567,1.048,Implantation,2,1.96E+16,1.10E+17,3.01E+17,3.00E+17,6.00E+17,32300.024,103.918,925,156,Inspect,72,none,22,32,18-02-2022,21122,2112,0
557,NOLSM573226573,Oxidation,2,dry,886.8488838,O2,22.14,0.217,25,713.658,Photo,1,1.92633,16.029,15.063,20.005,202.792,89.999,502.792,4055.848,5069.81,5.067,92.822,30.002,photo_li,1,32.761,G,436,472.83,108.876,Etching,3,253,1390,3642,5730,71.366,51.581,1.047,Implantation,3,1.97E+16,9.73E+14,11180016284,3.01E+17,6.00E+17,32199.199,103.953,925,156,Inspect,102,none,22,33,18-02-2022,21133,2113,0
558,NOLSM574227574,Oxidation,2,dry,881.2108793,O2,22.14,0.201,25,714.028,Photo,1,1.41846,17.587,14.908,20.004,203.326,90,503.326,4066.523,5083.153,5.064,92.407,29.991,photo_li,1,17.203,G,436,477.914,108.302,Etching,1,187,1561,3638,5698,71.403,51.384,1.047,Implantation,1,2.00E+16,5.42E+16,5.20E+17,3.00E+17,6.00E+17,32300.098,103.46,920,155,Inspect,45,none,22,34,18-02-2022,21111,2111,0
559,NOLSM575228575,Oxidation,2,dry,890.596995,O2,22.13,0.204,32,713.609,Photo,1,0.67979,16.445,14.981,20.001,202.201,90.001,502.201,4044.026,5055.033,5.059,92.655,29.994,photo_li,1,28.684,G,436,470.446,108.795,Etching,2,172,1665,3635,5723,71.361,51.396,1.046,Implantation,2,1.29E+16,1.40E+17,9.92E+16,3.00E+17,6.00E+17,32299.356,103.489,925,155,Inspect,39,none,22,35,18-02-2022,21122,2112,0
560,NOLSM576229576,Oxidation,2,dry,887.9439996,O2,22.14,0.204,32,714.418,Photo,1,0.73422,17.31,15.069,20.005,202.683,90,502.683,4053.656,5067.07,5.063,92.695,29.993,photo_li,1,29.181,G,436,468.93,108.185,Etching,3,213,1573,3641,5713,71.442,51.35,1.047,Implantation,3,7.34E+15,5.46E+16,3.28E+14,2.99E+17,6.00E+17,32300.822,103.375,920,155,Inspect,75,none,22,36,18-02-2022,21133,2113,0
561,NOLSM5772210577,Oxidation,2,dry,876.9714531,O2,22.15,0.2,32,712.826,Photo,1,0.94868,16.395,15.082,20.001,202.436,90,502.436,4048.718,5060.898,5.056,92.595,30.001,photo_li,2,26.682,G,436,469.586,108.257,Etching,1,205,1526,3639,5718,71.283,51.261,1.051,Implantation,1,7.36E+15,2.15E+15,3.07E+17,3.02E+17,6.00E+17,32297.222,103.153,920,155,Inspect,69,none,22,37,18-02-2022,21211,2121,0
562,NOLSM5782211578,Oxidation,2,dry,874.1109183,O2,22.15,0.199,32,713.234,Photo,1,0.84297,17.524,15.054,19.997,202.519,90.001,502.519,4001.361,5062.966,5.08,93.323,30.005,photo_li,2,33.873,G,436,476.399,109.303,Etching,2,182,1481,3640,5690,71.323,51.566,1.052,Implantation,2,1.19E+16,1.55E+17,4.45E+15,3.01E+17,6.00E+17,32300.66,103.914,930,156,Inspect,99,none,22,38,18-02-2022,21222,2122,0
563,NOLSM5792212579,Oxidation,2,dry,877.0035156,O2,22.17,0.203,31,715.187,Photo,1,0.458,17.479,14.994,20.002,202.948,90,502.948,4054.534,5073.7,5.049,92.71,30,photo_li,2,29.884,G,436,476.997,108.556,Etching,3,143,1588,3640,5715,71.519,51.449,1.053,Implantation,3,4.19E+15,5.09E+14,2.77E+17,3.00E+17,6.00E+17,32301.818,103.622,924,155,Inspect,66,none,22,39,18-02-2022,21233,2123,0
564,NOLSM5802213580,Oxidation,2,dry,887.6633485,O2,22.16,0.204,32,714.097,Photo,1,1.11384,16.519,15.045,19.995,203.021,90,503.021,3957.086,5075.528,5.056,92.108,30,photo_li,2,19.704,G,436,552.565,107.864,Etching,1,196,1441,3641,5711,71.41,51.256,1.056,Implantation,1,7.58E+15,1.22E+17,1.12E+18,3.00E+17,6.00E+17,32295.402,103.139,917,155,Inspect,69,none,22,40,18-02-2022,21211,2121,0
565,NOLSM5812214581,Oxidation,2,dry,873.4998176,O2,22.15,0.189,31,713.596,Photo,1,0.53091,15.997,14.99,20.003,201.79,89.999,501.79,4087.957,5044.75,5.048,92.168,29.999,photo_li,2,21.393,G,436,557.195,107.739,Etching,2,122,1304,3635,5721,71.36,51.265,1.032,Implantation,2,1.02E+16,1.53E+16,9.43E+16,3.00E+17,6.00E+17,32299.416,103.163,917,155,Inspect,18,none,22,41,18-02-2022,21222,2122,0
566,NOLSM5822215582,Oxidation,2,dry,887.2890067,O2,22.14,0.218,34,713.273,Photo,1,0.78894,16.718,14.958,19.995,201.558,90,501.558,4025.484,5038.946,5.045,92.375,29.998,photo_li,2,28.17,G,436,548.946,107.813,Etching,3,265,1402,3641,5713,71.327,51.141,1.029,Implantation,3,4.08E+15,3.16E+16,8.94E+14,2.99E+17,6.00E+17,32301.766,102.853,918,154,Inspect,84,none,22,42,18-02-2022,21233,2123,0
567,NOLSM5832216583,Oxidation,2,dry,890.155868,O2,22.23,0.202,33,710.686,Photo,1,0.97556,17.927,14.936,19.998,200.275,89.999,500.275,4036.876,5006.866,5.005,91.805,29.998,photo_li,2,40.534,G,436,551.142,109.291,Etching,1,179,1340,3633,5691,71.069,51.761,1.044,Implantation,1,4.59E+15,2.24E+16,1.89E+17,2.98E+17,6.00E+17,32501.321,104.402,927,157,Inspect,45,none,22,43,18-02-2022,21211,2121,0
568,NOLSM5842217584,Oxidation,2,dry,882.0268296,O2,22.24,0.216,32,711.073,Photo,1,0.98002,15.557,15.026,19.999,200.973,90,500.973,4014.071,5024.332,5.02,92.061,30.001,photo_li,2,25.47,G,436,548.765,108.555,Etching,2,187,1472,3635,5695,71.107,51.6,1.04,Implantation,2,1.61E+16,1.06E+17,1.09E+17,3.01E+17,6.00E+17,32501.935,104,927,156,Inspect,57,none,22,44,18-02-2022,21222,2122,0
569,NOLSM5852218585,Oxidation,2,dry,872.8443393,O2,22.25,0.209,32,710.814,Photo,1,0.91647,16.824,14.935,19.999,200.987,90,500.987,3985.686,5024.682,5.029,91.934,29.993,photo_li,2,29.089,G,436,549.782,108.233,Etching,3,192,1376,3634,5725,71.081,50.912,1.035,Implantation,3,5.06E+15,4.79E+15,6.58E+16,2.99E+17,6.00E+17,32498.654,103.49,927,155,Inspect,51,none,22,45,18-02-2022,21233,2123,0
570,NOLSM5862219586,Oxidation,2,dry,875.9770395,O2,32.8,0.203,32,711.779,Photo,1,0.72466,16.836,14.903,19.999,201.109,90,501.109,4047.541,5027.717,5.029,92.302,30.003,photo_li,3,32.562,G,436,555.955,108.597,Etching,1,174,1400,3637,5695,71.178,51.963,1.032,Implantation,1,8.13E+15,1.10E+17,2.96E+16,3.01E+17,6.00E+17,32500.345,103.177,926,155,Inspect,66,none,22,46,18-02-2022,21311,2131,0
571,NOLSM5872220587,Oxidation,2,dry,883.7798727,O2,31.86,0.205,32,712.757,Photo,1,0.55914,16.084,15.018,20.002,195.579,89.999,502.067,3955.393,5051.672,5.043,92.177,29.995,photo_li,3,24.515,G,436,545.424,108.536,Etching,2,206,1422,3639,5711,71.276,53.272,1.037,Implantation,2,2.06E+16,9.73E+14,1.32E+17,3.00E+17,6.00E+17,32497.667,103.741,926,156,Inspect,75,none,22,47,18-02-2022,21322,2132,0
572,NOLSM5882221588,Oxidation,2,dry,882.695666,O2,39.51,0.194,31,713.04,Photo,1,1.12362,16.37,15.048,20,196.382,89.999,501.533,4062.804,5038.329,5.043,92.095,30.006,photo_li,3,31.187,G,436,565.117,108.029,Etching,3,170,1392,3640,5710,71.304,50.718,1.036,Implantation,3,1.21E+16,3.16E+16,2.27E+12,3.01E+17,6.00E+17,32501.596,103.599,926,155,Inspect,81,none,22,48,18-02-2022,21333,2133,0
573,NOLSM5892222589,Oxidation,2,dry,874.7720418,O2,32.88,0.203,32,695.764,Photo,1,1.62494,16.98,15.027,19.997,196.599,90.002,500.527,4071.633,5013.18,5.018,91.961,29.991,photo_li,3,23.719,G,436,559.336,108.042,Etching,1,299,1332,3639,5694,71.211,52.102,1.031,Implantation,1,1.81E+16,2.24E+16,1.04E+18,3.01E+17,6.00E+17,32501.542,103.118,925,155,Inspect,81,none,22,49,18-02-2022,21311,2131,0
574,NOLSM5902223590,Oxidation,2,dry,888.0895402,O2,38.11,0.205,30,713.575,Photo,1,1.18246,16.792,14.969,19.999,197.555,90,501.328,3985.677,5033.192,5.032,91.564,29.999,photo_li,3,28.795,G,436,551.584,107.943,Etching,2,213,1477,3641,5714,71.358,50.724,1.031,Implantation,2,2.44E+15,1.06E+17,6.02E+15,3.00E+17,6.00E+17,32500.363,103.119,926,155,Inspect,87,none,22,50,18-02-2022,21322,2132,0
575,NOLSM5912224591,Oxidation,2,dry,879.9685668,O2,39.93,0.203,28,712.199,Photo,1,1.22609,16.533,14.982,20.002,197.98,90,500.443,3978.724,5011.086,5.027,91.778,29.999,photo_li,3,29.508,G,436,555.3,108.411,Etching,3,277,1346,3642,5726,71.22,50.849,1.029,Implantation,3,1.05E+16,4.79E+15,4.11E+17,3.00E+17,6.00E+17,32501.471,102.863,929,154,Inspect,120,none,22,51,18-02-2022,21333,2133,0
576,NOLSM5922225592,Oxidation,2,dry,888.2234773,O2,35.63,0.212,31,713.554,Photo,1,1.81419,17.432,14.899,19.995,197.183,89.999,500.742,4056.014,5018.557,5.016,91.78,30.011,photo_li,3,25.944,G,436,559.348,108.321,Etching,1,221,1409,3643,5686,71.355,51.179,1.033,Implantation,1,6.91E+15,1.10E+17,6.89E+15,3.01E+17,6.00E+17,32501.237,103.318,929,155,Inspect,114,none,22,52,18-02-2022,21311,2131,0
577,NOLSM5932226593,Oxidation,2,dry,883.4259611,O2,28.6,0.212,30,713.758,Photo,1,1.89693,16.238,15.046,20.003,197.908,89.999,500.584,4029.12,5014.609,5.016,91.493,29.996,photo_li,3,29.002,G,436,553.441,107.886,Etching,2,203,1464,3640,5708,71.376,51.177,1.029,Implantation,2,2.03E+16,1.45E+17,9.62E+16,3.00E+17,6.00E+17,32498.772,102.939,925,154,Inspect,54,none,22,53,18-02-2022,21322,2132,0
578,NOLSM5942227594,Oxidation,2,dry,890.0147185,O2,34.58,0.205,27,712.759,Photo,1,1.72027,16.871,14.999,20.001,197.135,90.001,499.737,3971.194,4993.413,4.996,91.238,29.997,photo_li,3,20.288,G,436,552.481,107.906,Etching,3,161,1471,3639,5691,71.276,51.828,1.031,Implantation,3,1.82E+16,1.82E+17,6.58E+17,3.01E+17,6.00E+17,32501.18,103.054,924,155,Inspect,84,none,22,54,18-02-2022,21333,2133,0
579,NOLSM2821,Oxidation,1,dry,1058.827973,O2,32.41,0.209,114,707.44,Photo,1,1.81419,16.921,15.102,19.995,198.225,90,503.181,4084.939,4933.829,5.061,90.515,30.011,photo_li,2,43.579,H,405,472.853,106.798,Etching,2,402,1399,3648,5735,70.341,51.052,1.06,Implantation,2,5.93E+15,9.22E+16,1.20E+17,3.00E+17,6.00E+17,31490.992,105.795,890,154,Inspect,91,none,2,1,18-02-2022,11222,1122,0
580,NOLSM2922,Oxidation,1,wet,1240.289547,H2O,37.48,0.204,106,707.18,Photo,1,1.89693,13.908,14.999,19.995,199.62,89.999,493.831,4045.078,5009.51,4.92,89.336,29.991,photo_li,3,44.797,G,436,534.455,109.373,Etching,3,288,1457,3669,5712,71.972,52.479,1.042,Implantation,3,1.12E+16,9.48E+16,5.56E+17,3.01E+17,6.00E+17,32725.266,103.911,911,156,Inspect,109,none,2,2,18-02-2022,11333,1133,0
581,NOLSM3023,Oxidation,1,wet,1097.008332,H2O,32.84,0.206,165,714.239,Photo,2,1.21682,14.435,15.059,20,199.343,90,504.01,4010.176,5055.398,5.096,92.718,30.011,photo_li,1,42.474,G,436,541.607,107.068,Etching,3,475,1425,3642,5712,71.448,51.337,1.016,Implantation,3,7.3E+15,6.26E+16,8.16E+17,3.01E+17,6.00E+17,31538.328,103.924,896,152,Inspect,93,none,2,3,18-02-2022,12133,1213,0
582,NOLSM3124,Oxidation,1,dry,1133.01699,O2,32.35,0.201,174,704.313,Photo,2,0.08372,13.612,14.976,19.998,200.716,90,499.668,4080.116,5004.189,4.934,92.045,30.004,photo_li,3,46.074,H,405,542.378,107.179,Etching,1,124,1571,3644,5705,71.456,50.466,1.04,Implantation,1,1.79E+16,9.12E+16,6.31E+17,3.00E+17,6.00E+17,31998.259,100.411,920,154,Inspect,42,none,2,4,18-02-2022,12311,1231,0
583,NOLSM3225,Oxidation,1,wet,1023.121162,H2O,37.89,0.204,75,699.531,Photo,3,1.00456,14.795,15.077,20.005,197.232,89.999,499.414,4039.539,5118.878,5.062,91.009,30.002,photo_li,1,63.17,H,405,510.897,108.38,Etching,1,479,1655,3653,5687,71.025,50.813,1.034,Implantation,1,9.72E+15,8.64E+16,6.33E+17,3.00E+17,6.00E+17,31811.636,103.273,923,154,Inspect,149,none,2,5,18-02-2022,13111,1311,0
584,NOLSM3326,Oxidation,1,wet,1101.396388,H2O,31.7,0.21,167,702.707,Photo,3,1.59129,17.679,15.047,19.998,195.711,90.001,498.501,4104.008,4976.329,5.118,90.552,29.995,photo_li,3,34.847,H,405,518.154,106.26,Etching,3,395,1259,3666,5729,71.306,51.814,1.02,Implantation,3,1.34E+16,1.69E+17,3.92E+17,3.01E+17,6.00E+17,32124.08,104.34,900,157,Inspect,77,none,2,6,18-02-2022,13333,1333,0
585,NOLSM3427,Oxidation,2,wet,1159.860168,H2O,30.63,0.202,151,706.277,Photo,1,1.15523,18.779,14.938,19.997,205.521,90.001,495.38,4036.214,5079.015,5.004,94.494,30.014,photo_li,1,34.181,H,405,541.412,111.001,Etching,3,387,1531,3658,5708,71.297,50.787,1.031,Implantation,3,8.52E+15,1.90E+17,5.61E+17,2.98E+17,6.00E+17,30891.41,100.362,910,154,Inspect,105,none,2,7,18-02-2022,21133,2113,0
