No_Die,Lot_Num,Wafer_Num,Ox_Chamber,photo_soft_Chamber,lithography_Chamber,Etching_Chamber,Chamber_Num,Error_message,Error,Short_Path,Path,Target,Datetime
NOLSM3241227324,12,54,1,3,3,3,3,[['Edge-Ring']],0,1333,13333,217,28-02-2022
NOLSM838321838,32,28,2,2,1,1,1,none,1,2211,22111,96,28-02-2022
NOLSM839322839,32,29,2,2,1,2,2,none,1,2212,22122,117,28-02-2022
NOLSM840323840,32,30,2,2,1,3,3,none,1,2213,22133,60,28-02-2022
NOLSM841324841,32,31,2,2,1,1,1,none,1,2211,22111,78,28-02-2022
NOLSM842325842,32,32,2,2,1,2,2,none,1,2212,22122,57,28-02-2022
NOLSM843326843,32,33,2,2,1,3,3,none,1,2213,22133,69,28-02-2022
NOLSM844327844,32,34,2,2,1,1,1,none,1,2211,22111,117,28-02-2022
NOLSM845328845,32,35,2,2,1,2,2,none,1,2212,22122,42,28-02-2022
NOLSM846329846,32,36,2,2,1,3,3,none,1,2213,22133,84,28-02-2022
NOLSM8473210847,32,37,2,2,2,1,1,none,1,2221,22211,105,28-02-2022
NOLSM8483211848,32,38,2,2,2,2,2,none,1,2222,22222,78,28-02-2022
NOLSM8493212849,32,39,2,2,2,3,3,none,1,2223,22233,42,28-02-2022
NOLSM8503213850,32,40,2,2,2,1,1,none,1,2221,22211,42,28-02-2022
NOLSM8513214851,32,41,2,2,2,2,2,none,1,2222,22222,24,28-02-2022
NOLSM8523215852,32,42,2,2,2,3,3,none,1,2223,22233,84,28-02-2022
NOLSM298121,12,1,3,3,1,1,1,none,1,3311,33111,68,28-02-2022
NOLSM299122,12,2,3,3,3,3,3,none,1,3333,33333,142,28-02-2022
NOLSM300123,12,3,1,1,1,3,3,none,1,1113,11133,75,28-02-2022
NOLSM301124,12,4,1,1,2,2,2,none,1,1122,11222,153,28-02-2022
NOLSM302125,12,5,1,1,3,1,1,none,1,1131,11311,29,28-02-2022
NOLSM303126,12,6,1,2,1,1,1,none,1,1211,12111,66,28-02-2022
NOLSM304127,12,7,1,2,2,2,2,none,1,1222,12222,118,28-02-2022
NOLSM305128,12,8,1,2,3,3,3,none,1,1233,12333,120,28-02-2022
NOLSM306129,12,9,1,3,1,3,3,none,1,1313,13133,178,28-02-2022
NOLSM3071210,12,10,1,3,2,2,2,none,1,1322,13222,102,28-02-2022
NOLSM3081211,12,11,1,3,3,1,1,none,1,1331,13311,105,28-02-2022
NOLSM3091212,12,12,2,1,1,1,1,none,1,2111,21111,97,28-02-2022
NOLSM3101213,12,13,2,1,2,2,2,none,1,2122,21222,73,28-02-2022
NOLSM3111214,12,14,2,2,1,3,3,none,1,2213,22133,97,28-02-2022
NOLSM3121215,12,15,2,2,2,2,2,none,1,2222,22222,86,28-02-2022
NOLSM3131216,12,16,2,2,3,1,1,none,1,2231,22311,59,28-02-2022
NOLSM3141217,12,17,2,3,1,1,1,[['Scratch']],0,2311,23111,242,28-02-2022
NOLSM3151218,12,18,2,3,2,2,2,none,1,2322,23222,98,28-02-2022
NOLSM3161219,12,19,2,3,3,3,3,none,1,2333,23333,108,28-02-2022
NOLSM3171220,12,20,3,1,1,3,3,none,1,3113,31133,112,28-02-2022
NOLSM3181221,12,21,3,1,2,2,2,none,1,3122,31222,50,28-02-2022
NOLSM3191222,12,22,3,1,3,1,1,none,1,3131,31311,83,28-02-2022
NOLSM3201223,12,23,3,2,1,1,1,none,1,3211,32111,102,28-02-2022
NOLSM3211224,12,24,3,2,2,2,2,none,1,3222,32222,86,28-02-2022
NOLSM3221225,12,25,3,2,3,3,3,none,1,3233,32333,136,28-02-2022
NOLSM3231226,12,26,3,3,1,3,3,none,1,3313,33133,122,28-02-2022
NOLSM3241227,12,27,3,3,2,2,2,[['Edge-Ring']],0,3322,33222,217,28-02-2022
NOLSM838321,32,1,2,3,2,2,2,none,1,2322,23222,96,28-02-2022
NOLSM839322,32,2,2,3,3,1,1,none,1,2331,23311,117,28-02-2022
NOLSM840323,32,3,3,1,1,1,1,none,1,3111,31111,60,28-02-2022
NOLSM841324,32,4,3,1,2,2,2,none,1,3122,31222,78,28-02-2022
NOLSM842325,32,5,3,1,3,3,3,none,1,3133,31333,57,28-02-2022
NOLSM843326,32,6,3,2,1,3,3,none,1,3213,32133,69,28-02-2022
NOLSM844327,32,7,3,2,2,2,2,none,1,3222,32222,117,28-02-2022
NOLSM845328,32,8,3,2,3,1,1,none,1,3231,32311,42,28-02-2022
NOLSM846329,32,9,3,3,1,1,1,none,1,3311,33111,84,28-02-2022
NOLSM8473210,32,10,3,3,2,2,2,none,1,3322,33222,105,28-02-2022
NOLSM8483211,32,11,3,3,3,3,3,none,1,3333,33333,78,28-02-2022
NOLSM8493212,32,12,1,1,1,3,3,none,1,1113,11133,42,28-02-2022
NOLSM8503213,32,13,1,1,2,2,2,none,1,1122,11222,42,28-02-2022
NOLSM8513214,32,14,1,1,3,1,1,none,1,1131,11311,24,28-02-2022
NOLSM8523215,32,15,1,2,1,1,1,none,1,1211,12111,84,28-02-2022
