,No_Die,process,type,Temp_OXid,ppm,Pressure,Oxid_time,process 2,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Process 2-1,Wavelength,Energy_Exposure,Process 3,Temp_Etching,Source_Power,process4,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,process4,Target,Lot_Num,Wafer_Num,Datetime,path,short_path
332,NOLSM5081922508,Oxidation,dry,884.2343176,28.6,0.194,222,Photo,12.463,14.97,19.995,205.684,90,505.684,4113.674,5142.092,5.124,92.576,29.996,photo_li,436,107.464,Etching,71.402,51.537,Implantation,32302.224,103.843,913,156,Inspect,9,19,49,07-03-2022,11311,1131
333,NOLSM5091923509,Oxidation,dry,881.5642623,34.58,0.217,220,Photo,19.767,14.917,20.002,202.524,90.001,502.524,4001.361,5063.106,5.072,92.969,29.999,photo_li,436,108.066,Etching,71.287,51.127,Implantation,32300.691,102.818,918,154,Inspect,21,19,50,07-03-2022,11322,1132
334,NOLSM5101924510,Oxidation,dry,891.9025979,34.95,0.201,32,Photo,16.029,15.039,19.999,203.733,89.999,503.733,4054.534,5093.318,5.08,93.218,30.006,photo_li,436,108.465,Etching,70.95,51.203,Implantation,32299.17,103.007,920,155,Inspect,24,19,51,07-03-2022,11333,1133
335,NOLSM5111925511,Oxidation,dry,877.6940873,32.59,0.204,32,Photo,17.587,15.109,20,204.448,90,504.448,3957.086,5111.198,5.122,93.574,29.997,photo_li,436,109.136,Etching,70.909,51.425,Implantation,32299.206,103.562,924,155,Inspect,18,19,52,07-03-2022,11311,1131
336,NOLSM5121926512,Oxidation,dry,875.8511913,38.02,0.204,32,Photo,16.445,15.018,19.997,204.603,90,504.603,4087.957,5115.078,5.089,92.934,30.002,photo_li,436,107.732,Etching,71.054,51.231,Implantation,32302.035,103.077,913,155,Inspect,72,19,53,07-03-2022,11322,1132
337,NOLSM5131927513,Oxidation,dry,880.4085342,33.81,0.2,32,Photo,16.756,14.922,19.995,202.727,90,502.727,4025.484,5068.187,5.071,92.755,30.005,photo_li,436,107.203,Etching,70.693,51.008,Implantation,32299.62,102.519,910,154,Inspect,66,19,54,07-03-2022,11333,1133
338,NOLSM487191,Oxidation,dry,872.1675295,22.1,0.219,226,Photo,16.624,15.066,19.999,201.343,90,501.343,4026.868,5033.585,5.017,91.995,29.994,photo_li,436,109.603,Etching,71.52,52.092,Implantation,32198.19,105.23,919,158,Inspect,51,19,1,07-03-2022,23222,2322
339,NOLSM488192,Oxidation,dry,870.8549225,22.1,0.219,226,Photo,16.706,14.957,20.004,201.388,90,501.388,4027.76,5034.7,5.033,92.461,29.996,photo_li,436,109.975,Etching,71.539,52.101,Implantation,32199.503,105.251,924,158,Inspect,27,19,2,07-03-2022,23311,2331
340,NOLSM489193,Oxidation,dry,871.3250502,22.11,0.219,226,Photo,15.742,15.039,19.998,201.048,90,501.048,4020.959,5026.199,5.028,92.843,30.002,photo_li,436,110.531,Etching,71.544,52.168,Implantation,32200.371,105.42,929,158,Inspect,51,19,3,07-03-2022,31111,3111
341,NOLSM490194,Oxidation,dry,871.9026319,22.1,0.22,227,Photo,16.097,15.052,19.995,202.063,90,502.063,4041.264,5051.58,5.045,92.313,29.994,photo_li,436,110.704,Etching,71.695,52.326,Implantation,32202.607,105.815,929,159,Inspect,117,19,4,07-03-2022,31222,3122
342,NOLSM491195,Oxidation,dry,872.372823,22.09,0.22,227,Photo,16.81,14.916,19.998,201.574,90.001,501.574,4031.484,5039.355,5.024,91.672,30.011,photo_li,436,109.671,Etching,71.608,52.369,Implantation,32201.147,105.922,921,159,Inspect,48,19,5,07-03-2022,31333,3133
343,NOLSM492196,Oxidation,dry,871.8744387,22.08,0.219,226,Photo,16.806,14.863,19.999,200.921,90,500.921,4018.416,5023.02,4.998,91.667,30.005,photo_li,436,109.111,Etching,71.56,51.699,Implantation,32200.629,104.247,917,156,Inspect,57,19,6,07-03-2022,32133,3213
344,NOLSM493197,Oxidation,dry,871.7072146,22.05,0.217,224,Photo,17.095,14.914,20,200.286,90.001,500.286,4005.711,5007.138,4.994,91.31,29.998,photo_li,436,108.36,Etching,71.397,51.598,Implantation,32201.877,103.995,911,156,Inspect,93,19,7,07-03-2022,32222,3222
345,NOLSM494198,Oxidation,dry,870.5105735,22.03,0.217,224,Photo,16.473,14.978,19.996,199.381,90.001,499.381,3987.622,4984.527,4.985,91.497,30.003,photo_li,436,108.611,Etching,71.348,51.548,Implantation,32199.828,103.871,913,156,Inspect,75,19,8,07-03-2022,32311,3231
346,NOLSM495199,Oxidation,dry,871.4561746,22.04,0.217,224,Photo,17.239,14.966,19.995,199.125,90,499.125,3982.507,4978.133,4.99,91.532,30.006,photo_li,436,108.924,Etching,71.363,51.571,Implantation,32202.069,103.928,914,156,Inspect,45,19,9,07-03-2022,33111,3311
347,NOLSM4961910,Oxidation,dry,871.2889254,22.03,0.218,225,Photo,16.812,15.039,19.997,199.951,90,499.951,3999.023,4998.779,4.98,91.009,29.998,photo_li,436,108.303,Etching,71.496,51.729,Implantation,32200.463,104.322,910,156,Inspect,96,19,10,07-03-2022,33222,3322
348,NOLSM4971911,Oxidation,dry,872.2062123,22.05,0.217,224,Photo,16.467,14.944,20.003,198.914,90,498.914,3978.273,4972.841,4.971,90.769,29.995,photo_li,436,108.042,Etching,71.364,51.523,Implantation,32201.824,103.807,908,156,Inspect,207,19,11,07-03-2022,33333,3333
349,NOLSM4981912,Oxidation,dry,871.5021153,22.06,0.216,223,Photo,16.468,14.918,20.003,198.11,90,498.11,3962.196,4952.745,4.961,91.265,30.002,photo_li,436,108.924,Etching,71.298,51.41,Implantation,32198.962,103.525,915,155,Inspect,126,19,12,07-03-2022,11133,1113
350,NOLSM4991913,Oxidation,dry,871.504701,22.05,0.219,226,Photo,17.202,15.109,20.006,200.097,90,500.097,4001.938,5002.422,4.999,91.5,29.996,photo_li,436,109.182,Etching,71.556,51.932,Implantation,32203.539,104.83,916,157,Inspect,153,19,13,07-03-2022,11222,1122
351,NOLSM5001914,Oxidation,dry,871.8009857,22.03,0.219,226,Photo,17.96,15.011,19.997,199.352,89.999,499.352,3987.046,4983.808,4.986,90.816,30.002,photo_li,436,108.335,Etching,71.56,51.904,Implantation,32200.183,104.759,911,157,Inspect,156,19,14,07-03-2022,11311,1131
352,NOLSM5011915,Oxidation,dry,870.5353831,22.04,0.218,225,Photo,16.942,14.933,20,198.157,90.001,498.157,3963.138,4953.923,4.962,91.354,30.002,photo_li,436,109.471,Etching,71.456,51.51,Implantation,32195.713,103.775,919,156,Inspect,180,19,15,07-03-2022,12111,1211
353,NOLSM5021916,Oxidation,dry,871.4795899,22.04,0.22,227,Photo,16.878,14.954,19.999,200.323,90,500.323,4006.461,5008.076,4.982,91.072,30.003,photo_li,436,109.929,Etching,71.648,52.03,Implantation,32200.514,105.075,920,158,Inspect,216,19,16,07-03-2022,12222,1222
354,NOLSM5031917,Oxidation,dry,871.143145,21.96,0.22,227,Photo,15.955,15.007,20.003,199.256,90,499.256,3985.114,4981.392,4.984,90.916,30.004,photo_li,436,109.747,Etching,71.651,52.084,Implantation,32201.656,105.21,920,158,Inspect,216,19,17,07-03-2022,12333,1233
355,NOLSM5041918,Oxidation,dry,871.010621,21.94,0.22,227,Photo,16.326,15.055,20.003,199.396,90,499.396,3987.912,4984.89,4.958,90.657,30.005,photo_li,436,109.093,Etching,71.633,51.986,Implantation,32199.318,104.965,915,157,Inspect,399,19,18,07-03-2022,13133,1313
356,NOLSM5051919,Oxidation,dry,871.4748208,22.13,0.213,220,Photo,16.868,15.11,20,202.855,89.999,502.855,4057.107,5071.384,5.06,92.945,29.996,photo_li,436,107.745,Etching,70.995,50.934,Implantation,32302.153,102.335,916,154,Inspect,18,19,19,07-03-2022,13222,1322
357,NOLSM5061920,Oxidation,dry,871.395986,22.14,0.213,220,Photo,17.421,15.069,20.001,203.441,90,503.441,4068.827,5086.034,5.103,93.683,29.994,photo_li,436,108.327,Etching,70.95,51.06,Implantation,32298.512,102.651,920,154,Inspect,75,19,20,07-03-2022,13311,1331
358,NOLSM5071921,Oxidation,dry,872.3889367,22.14,0.213,220,Photo,17.509,15.029,20.001,204.091,90,504.091,4081.827,5102.283,5.122,93.935,30.01,photo_li,436,109.144,Etching,71.011,51.492,Implantation,32298.272,103.731,928,156,Inspect,57,19,21,07-03-2022,21111,2111
359,NOLSM5081922,Oxidation,dry,872.8802881,22.14,0.215,222,Photo,16.877,14.896,19.995,205.684,90,505.684,4113.674,5142.092,5.124,92.576,29.996,photo_li,436,107.464,Etching,71.159,51.537,Implantation,32302.224,103.843,913,156,Inspect,9,19,22,07-03-2022,21222,2122
360,NOLSM5091923,Oxidation,dry,871.8084556,22.15,0.213,220,Photo,16.717,14.888,20.002,202.524,90.001,502.524,4050.485,5063.106,5.072,92.969,29.999,photo_li,436,108.066,Etching,70.974,51.127,Implantation,32300.691,102.818,918,154,Inspect,21,19,23,07-03-2022,21333,2133
361,NOLSM5101924,Oxidation,dry,872.3073461,22.23,0.213,220,Photo,16.684,14.95,19.999,203.733,89.999,503.733,4074.654,5093.318,5.08,93.218,30.006,photo_li,436,108.465,Etching,70.95,51.203,Implantation,32299.17,103.007,920,155,Inspect,24,19,24,07-03-2022,22222,2222
362,NOLSM5111925,Oxidation,dry,871.5513535,22.16,0.212,219,Photo,17.103,14.937,20,204.448,90,504.448,4088.958,5111.198,5.122,93.574,29.997,photo_li,436,109.136,Etching,70.909,51.425,Implantation,32299.206,103.562,924,155,Inspect,18,19,25,07-03-2022,22311,2231
363,NOLSM5121926,Oxidation,dry,872.2408441,22.17,0.214,221,Photo,16.597,14.956,19.997,204.603,90,504.603,4092.063,5115.078,5.089,92.934,30.002,photo_li,436,107.732,Etching,71.054,51.231,Implantation,32302.035,103.077,913,155,Inspect,72,19,26,07-03-2022,23111,2311
364,NOLSM5131927,Oxidation,dry,871.7324708,22.15,0.21,217,Photo,16.756,14.922,19.995,202.727,90,502.727,4054.55,5068.187,5.071,92.755,30.005,photo_li,436,107.203,Etching,70.693,51.008,Implantation,32299.62,102.519,910,154,Inspect,66,19,27,07-03-2022,23222,2322
365,NOLSM514201514,Oxidation,dry,890.9952681,22.15,0.199,31,Photo,16.343,14.994,20.003,202.346,89.999,502.346,4036.876,5058.65,5.044,92.354,29.998,photo_li,436,106.942,Etching,70.665,50.887,Implantation,32301.028,102.218,907,153,Inspect,96,20,28,08-03-2022,12111,1211
366,NOLSM515202515,Oxidation,dry,876.9396274,22.15,0.203,32,Photo,15.891,15.017,20.001,201.798,90,501.798,4014.071,5044.941,5.052,92.819,30.004,photo_li,436,107.824,Etching,70.586,50.914,Implantation,32301.566,102.284,912,153,Inspect,87,20,29,08-03-2022,12122,1212
367,NOLSM516203516,Oxidation,dry,887.7385657,22.15,0.204,31,Photo,16.954,14.899,19.997,203.082,90,503.082,3985.686,5077.059,5.078,92.306,29.995,photo_li,436,107.096,Etching,70.748,51.262,Implantation,32299.398,103.155,907,155,Inspect,93,20,30,08-03-2022,12133,1213
368,NOLSM517204517,Oxidation,dry,886.8671412,22.15,0.189,34,Photo,16.406,14.939,20.001,202.085,89.999,502.085,4047.541,5052.128,5.043,93.387,29.997,photo_li,436,109.133,Etching,70.693,50.996,Implantation,32297.597,102.491,923,154,Inspect,45,20,31,08-03-2022,12111,1211
369,NOLSM518205518,Oxidation,dry,881.3073611,22.17,0.218,33,Photo,16.443,14.913,20.004,204.517,89.998,504.517,3955.393,5112.919,5.108,93.2,30.006,photo_li,436,108.555,Etching,70.98,51.72,Implantation,32298.998,104.3,919,156,Inspect,69,20,32,08-03-2022,12122,1212
370,NOLSM519206519,Oxidation,dry,874.323652,22.17,0.202,32,Photo,16.222,15.128,20.001,202.992,90.001,502.992,4062.804,5074.806,5.081,93.177,30.005,photo_li,436,108.518,Etching,70.908,51.437,Implantation,32298.324,103.594,919,155,Inspect,69,20,33,08-03-2022,12133,1213
371,NOLSM520207520,Oxidation,dry,882.3848218,22.15,0.216,32,Photo,17.019,14.931,20.005,203.729,90,503.729,4071.633,5093.226,5.065,92.822,30.009,photo_li,436,108.407,Etching,70.984,51.358,Implantation,32301.632,103.396,917,155,Inspect,48,20,34,08-03-2022,12111,1211
372,NOLSM521208521,Oxidation,dry,875.8335703,22.14,0.209,32,Photo,16.593,14.963,20.001,203.311,90,503.311,3985.677,5082.781,5.088,93.28,30,photo_li,436,108.888,Etching,70.929,51.567,Implantation,32300.207,103.917,921,156,Inspect,24,20,35,08-03-2022,12122,1212
373,NOLSM522209522,Oxidation,dry,886.6108051,22.16,0.203,32,Photo,16.864,14.986,19.997,203.885,90,503.885,3978.724,5097.137,5.118,92.893,29.995,photo_li,436,108.531,Etching,70.929,51.831,Implantation,32296.267,104.578,920,157,Inspect,39,20,36,08-03-2022,12133,1213
374,NOLSM5232010523,Oxidation,dry,881.0844537,22.17,0.205,31,Photo,17.768,14.97,20.002,203.915,90,503.915,4056.014,5097.884,5.095,93.599,30.001,photo_li,436,109.373,Etching,71.047,51.579,Implantation,32299.096,103.946,926,156,Inspect,204,20,37,08-03-2022,12211,1221
375,NOLSM5242011524,Oxidation,dry,891.0957624,22.18,0.194,32,Photo,16.266,14.917,19.995,204.393,90,504.393,4029.12,5109.835,5.118,93.526,30.002,photo_li,436,109.183,Etching,71.109,51.717,Implantation,32301.184,104.294,926,156,Inspect,18,20,38,08-03-2022,12222,1222
376,NOLSM5252012525,Oxidation,dry,876.1663464,22.16,0.215,30,Photo,16.985,15.039,20.003,203.99,90,503.99,3971.194,5099.761,5.09,92.831,30.011,photo_li,436,107.964,Etching,71.133,51.574,Implantation,32299.768,103.934,917,156,Inspect,66,20,39,08-03-2022,12233,1223
377,NOLSM5262013526,Oxidation,dry,874.3555668,22.18,0.213,28,Photo,15.778,15.109,19.995,203.293,89.999,503.293,4035.394,5082.323,5.086,93.502,29.997,photo_li,436,109.051,Etching,70.946,51.451,Implantation,32299.45,103.629,923,155,Inspect,51,20,40,08-03-2022,12211,1221
378,NOLSM5272014527,Oxidation,dry,880.2902495,22.18,0.214,31,Photo,16.053,15.018,19.999,204.02,90,504.02,3952.67,5100.492,5.096,93.504,30.003,photo_li,436,109.161,Etching,71.033,51.592,Implantation,32300.321,103.98,925,156,Inspect,93,20,41,08-03-2022,12222,1222
379,NOLSM5282015528,Oxidation,dry,889.9034883,22.18,0.215,30,Photo,16.584,15,19.998,204.503,90,504.503,3972.34,5112.566,5.102,93.713,29.999,photo_li,436,109.587,Etching,71.137,51.717,Implantation,32298.304,104.293,928,156,Inspect,126,20,42,08-03-2022,12233,1223
380,NOLSM5292016529,Oxidation,dry,877.0294248,22.17,0.216,27,Photo,17.535,15.027,20,205.225,90,505.225,4017.144,5130.629,5.126,93.573,30.002,photo_li,436,109.746,Etching,71.234,51.851,Implantation,32298.664,104.627,928,157,Inspect,114,20,43,08-03-2022,12211,1221
381,NOLSM5302017530,Oxidation,dry,876.5882653,22.16,0.216,27,Photo,17.288,14.912,20.001,204.475,90,504.475,4072.913,5111.864,5.1,93.338,29.998,photo_li,436,109.378,Etching,71.249,51.735,Implantation,32298.65,104.337,927,157,Inspect,135,20,44,08-03-2022,12222,1222
382,NOLSM5312018531,Oxidation,dry,875.1010465,22.17,0.215,27,Photo,17.265,15,20.002,203.917,90.001,503.917,4084.939,5097.919,5.102,93.463,30.011,photo_li,436,109.377,Etching,71.169,51.714,Implantation,32299.38,104.284,927,156,Inspect,54,20,45,08-03-2022,12233,1223
383,NOLSM5322019532,Oxidation,dry,887.2824193,22.15,0.215,24,Photo,16.547,14.913,19.99,204.601,90,504.601,4045.078,5115.025,5.111,93.421,30.004,photo_li,436,109.311,Etching,71.153,51.744,Implantation,32296.996,104.359,926,157,Inspect,117,20,46,08-03-2022,12311,1231
384,NOLSM5332020533,Oxidation,dry,876.8108178,22.15,0.215,23,Photo,16.544,15.001,19.999,203.783,90,503.783,4010.176,5094.568,5.093,93.335,29.997,photo_li,436,109.295,Etching,71.196,51.704,Implantation,32300.456,104.261,925,156,Inspect,75,20,47,08-03-2022,12322,1232
385,NOLSM5342021534,Oxidation,dry,887.2665279,22.16,0.215,23,Photo,16.461,14.99,19.999,204.443,90,504.443,4088.858,5111.072,5.101,93.584,30.002,photo_li,436,109.724,Etching,71.174,51.699,Implantation,32302.568,104.247,929,156,Inspect,120,20,48,08-03-2022,12333,1233
386,NOLSM5352022535,Oxidation,dry,886.6139955,22.15,0.216,23,Photo,16.131,14.99,20.004,204.517,90.001,504.517,4090.339,5112.924,5.112,93.311,29.996,photo_li,436,109.136,Etching,71.287,51.796,Implantation,32302.655,104.49,925,157,Inspect,258,20,49,08-03-2022,12311,1231
387,NOLSM5362023536,Oxidation,dry,886.7947713,22.15,0.215,24,Photo,17.234,15.04,20.001,203.741,90,503.741,4074.826,5093.533,5.113,93.575,30.008,photo_li,436,109.347,Etching,71.17,51.694,Implantation,32300.28,104.234,926,156,Inspect,156,20,50,08-03-2022,12322,1232
388,NOLSM5372024537,Oxidation,dry,884.9185418,22.12,0.215,25,Photo,16.95,15.079,20.005,204.076,89.999,504.076,4081.513,5101.892,5.088,92.839,29.992,photo_li,436,108.67,Etching,71.164,51.679,Implantation,32298.299,104.196,922,156,Inspect,90,20,51,08-03-2022,12333,1233
389,NOLSM5382025538,Oxidation,dry,884.4544425,22.12,0.215,25,Photo,16.656,14.903,20.001,203.471,90.001,503.471,4069.412,5086.765,5.087,93.256,29.993,photo_li,436,109.223,Etching,71.119,51.595,Implantation,32299.462,103.987,926,156,Inspect,117,20,52,08-03-2022,12311,1231
390,NOLSM5392026539,Oxidation,dry,884.9415426,22.14,0.216,25,Photo,16.692,14.96,19.997,203.888,90,503.888,4077.769,5097.211,5.097,93.546,30.005,photo_li,436,109.858,Etching,71.256,51.811,Implantation,32299.684,104.527,931,157,Inspect,66,20,53,08-03-2022,12322,1232
391,NOLSM5402027540,Oxidation,dry,876.4946692,22.15,0.217,25,Photo,17.26,14.965,20.002,205.056,90,505.056,4101.112,5126.39,5.103,93.38,29.997,photo_li,436,109.779,Etching,71.402,51.834,Implantation,32302.118,104.586,929,157,Inspect,102,20,54,08-03-2022,12333,1233
392,NOLSM514201,Oxidation,dry,871.651861,22.15,0.21,217,Photo,16.343,14.994,20.003,202.346,89.999,502.346,4046.92,5058.65,5.044,92.354,29.998,photo_li,436,106.942,Etching,70.665,50.887,Implantation,32301.028,102.218,907,153,Inspect,96,20,1,08-03-2022,23333,2333
393,NOLSM515202,Oxidation,dry,871.3413037,22.15,0.209,216,Photo,15.891,15.017,20.001,201.798,90,501.798,4035.953,5044.941,5.052,92.819,30.004,photo_li,436,107.824,Etching,70.586,50.914,Implantation,32301.566,102.284,912,153,Inspect,87,20,2,08-03-2022,31133,3113
394,NOLSM516203,Oxidation,dry,872.0034233,22.15,0.211,218,Photo,16.954,14.899,19.997,203.082,90,503.082,4061.647,5077.059,5.078,92.306,29.995,photo_li,436,107.096,Etching,70.748,51.262,Implantation,32299.398,103.155,907,155,Inspect,93,20,3,08-03-2022,31222,3122
395,NOLSM517204,Oxidation,dry,871.3933033,22.15,0.21,217,Photo,16.406,14.939,20.001,202.085,89.999,502.085,4041.702,5052.128,5.043,93.387,29.997,photo_li,436,109.133,Etching,70.693,50.996,Implantation,32297.597,102.491,923,154,Inspect,45,20,4,08-03-2022,31311,3131
396,NOLSM518205,Oxidation,dry,871.7412666,22.17,0.213,220,Photo,16.443,14.913,20.004,204.517,89.998,504.517,4090.335,5112.919,5.108,93.2,30.005,photo_li,436,108.555,Etching,70.98,51.72,Implantation,32298.998,104.3,919,156,Inspect,69,20,5,08-03-2022,32111,3211
397,NOLSM519206,Oxidation,dry,872.0376085,22.17,0.212,219,Photo,16.222,15.128,20.001,202.992,90.001,502.992,4059.845,5074.806,5.081,93.177,30.002,photo_li,436,108.518,Etching,70.908,51.437,Implantation,32298.324,103.594,919,155,Inspect,69,20,6,08-03-2022,32222,3222
398,NOLSM520207,Oxidation,dry,871.477974,22.15,0.213,220,Photo,17.019,14.931,20.005,203.729,90,503.729,4074.581,5093.226,5.065,92.822,30.009,photo_li,436,108.407,Etching,70.984,51.358,Implantation,32301.632,103.396,917,155,Inspect,48,20,7,08-03-2022,33133,3313
399,NOLSM521208,Oxidation,dry,871.6370098,22.14,0.213,220,Photo,16.593,14.963,20.001,203.311,90,503.311,4066.225,5082.781,5.088,93.28,29.999,photo_li,436,108.888,Etching,70.929,51.567,Implantation,32300.207,103.917,921,156,Inspect,24,20,8,08-03-2022,33222,3322
400,NOLSM522209,Oxidation,dry,872.2525238,22.16,0.213,220,Photo,16.864,14.986,19.997,203.885,90,503.885,4077.709,5097.137,5.118,92.893,29.995,photo_li,436,108.531,Etching,70.929,51.831,Implantation,32296.267,104.578,920,157,Inspect,39,20,9,08-03-2022,33311,3331
401,NOLSM5232010,Oxidation,dry,872.1878902,22.17,0.214,221,Photo,17.768,15.056,20.002,203.915,90,503.915,4078.307,5097.884,5.095,93.599,29.994,photo_li,436,109.373,Etching,71.047,51.579,Implantation,32299.096,103.946,926,156,Inspect,204,20,10,08-03-2022,11111,1111
402,NOLSM5242011,Oxidation,dry,871.8763382,22.18,0.214,221,Photo,16.266,15.075,19.995,204.393,90,504.393,4087.868,5109.835,5.118,93.526,30.011,photo_li,436,109.183,Etching,71.109,51.717,Implantation,32301.184,104.294,926,156,Inspect,18,20,11,08-03-2022,11222,1122
403,NOLSM5252012,Oxidation,dry,872.1512961,22.16,0.215,222,Photo,16.985,15.119,20.003,203.99,90,503.99,4079.809,5099.761,5.09,92.831,30,photo_li,436,107.964,Etching,71.133,51.574,Implantation,32299.768,103.934,917,156,Inspect,66,20,12,08-03-2022,11333,1133
404,NOLSM5262013,Oxidation,dry,872.3514959,22.18,0.213,220,Photo,15.778,15.15,19.995,203.293,89.999,503.293,4065.858,5082.323,5.086,93.502,30.008,photo_li,436,109.051,Etching,70.946,51.451,Implantation,32299.45,103.629,923,155,Inspect,51,20,13,08-03-2022,12133,1213
405,NOLSM5272014,Oxidation,dry,871.8682905,22.18,0.214,221,Photo,16.053,15.03,19.999,204.02,90,504.02,4080.394,5100.492,5.096,93.504,30.008,photo_li,436,109.161,Etching,71.033,51.592,Implantation,32300.321,103.98,925,156,Inspect,93,20,14,08-03-2022,12222,1222
406,NOLSM5282015,Oxidation,dry,871.8874713,22.18,0.215,222,Photo,16.584,15,19.998,204.503,90,504.503,4090.053,5112.566,5.102,93.713,29.995,photo_li,436,109.587,Etching,71.137,51.717,Implantation,32298.304,104.293,928,156,Inspect,126,20,15,08-03-2022,12311,1231
407,NOLSM5292016,Oxidation,dry,872.3467639,22.17,0.216,223,Photo,17.535,15.027,20,205.225,90,505.225,4104.503,5130.629,5.126,93.573,30.017,photo_li,436,109.746,Etching,71.234,51.851,Implantation,32298.664,104.627,928,157,Inspect,114,20,16,08-03-2022,13111,1311
408,NOLSM5302017,Oxidation,dry,871.8871054,22.16,0.216,223,Photo,17.288,14.912,20.001,204.475,90,504.475,4089.491,5111.864,5.1,93.338,29.999,photo_li,436,109.378,Etching,71.249,51.735,Implantation,32298.65,104.337,927,157,Inspect,135,20,17,08-03-2022,13222,1322
409,NOLSM5312018,Oxidation,dry,872.0227477,22.17,0.215,222,Photo,17.265,15,20.002,203.917,90.001,503.917,4078.335,5097.919,5.102,93.463,30.001,photo_li,436,109.377,Etching,71.169,51.714,Implantation,32299.38,104.284,927,156,Inspect,54,20,18,08-03-2022,13333,1333
410,NOLSM5322019,Oxidation,dry,871.8575757,22.15,0.215,222,Photo,16.547,14.913,19.99,204.601,90,504.601,4092.02,5115.025,5.111,93.421,30.004,photo_li,436,109.311,Etching,71.153,51.744,Implantation,32296.996,104.359,926,157,Inspect,117,20,19,08-03-2022,21133,2113
